10	0.146262
11	0.171669
12	0.196496
13	0.220661
14	0.244072
15	0.266630
16	0.288240
17	0.308812
18	0.328273
19	0.346563
20	0.363646
21	0.379506
22	0.394147
23	0.407595
24	0.419890
25	0.431089
26	0.441255
27	0.450462
28	0.458786
29	0.466302
30	0.473086
31	0.479210
32	0.484741
33	0.489741
34	0.494270
35	0.498377
36	0.502110
37	0.505511
38	0.508617
39	0.511460
40	0.514070
41	0.516471
42	0.518688
43	0.520739
44	0.522641
45	0.524412
46	0.526063
47	0.527607
48	0.529054
49	0.530415
50	0.531696
51	0.532906
52	0.534051
53	0.535137
54	0.536168
55	0.537151
56	0.538089
57	0.538985
58	0.539844
59	0.540667
60	0.541459
61	0.542221
62	0.542955
63	0.543665
64	0.544351
65	0.545015
66	0.545660
67	0.546286
68	0.546894
69	0.547487
70	0.548065
71	0.548629
72	0.549180
73	0.549719
74	0.550247
75	0.550764
76	0.551272
77	0.551771
78	0.552262
79	0.552745
80	0.553221
81	0.553690
82	0.554154
83	0.554612
84	0.555065
85	0.555513
86	0.555957
87	0.556397
88	0.556834
89	0.557267
90	0.557699
91	0.558127
92	0.558554
93	0.558980
94	0.559404
95	0.559827
96	0.560250
97	0.560672
98	0.561095
99	0.561517
100	0.561941
101	0.562366
102	0.562792
103	0.563219
104	0.563649
105	0.564081
106	0.564516
107	0.564954
108	0.565395
109	0.565840
110	0.566290
111	0.566744
112	0.567203
113	0.567668
114	0.568138
115	0.568615
116	0.569098
117	0.569590
118	0.570088
119	0.570596
120	0.571112
121	0.571638
122	0.572175
123	0.572722
124	0.573281
125	0.573853
126	0.574438
127	0.575037
128	0.575651
129	0.576281
130	0.576928
131	0.577594
132	0.578278
133	0.578984
134	0.579711
135	0.580461
136	0.581236
137	0.582037
138	0.582866
139	0.583725
140	0.584616
141	0.585539
142	0.586499
143	0.587496
144	0.588532
145	0.589612
146	0.590735
147	0.591907
148	0.593128
149	0.594401
150	0.595731
151	0.597118
152	0.598566
153	0.600077
154	0.601655
155	0.603302
156	0.605020
157	0.606811
158	0.608676
159	0.610619
160	0.612638
161	0.614735
162	0.616910
163	0.619161
164	0.621488
165	0.623887
166	0.626355
167	0.628888
168	0.631481
169	0.634128
170	0.636822
171	0.639555
172	0.642318
173	0.645103
174	0.647901
175	0.650700
176	0.653492
177	0.656265
178	0.659011
179	0.661719
180	0.664381
181	0.666988
182	0.669532
183	0.672008
184	0.674408
185	0.676728
186	0.678965
187	0.681115
188	0.683176
189	0.685147
190	0.687028
191	0.688820
192	0.690523
193	0.692139
194	0.693671
195	0.695121
196	0.696491
197	0.697786
198	0.699008
199	0.700161
200	0.701247
201	0.702272
202	0.703237
203	0.704147
204	0.705004
205	0.705812
206	0.706573
207	0.707292
208	0.707969
209	0.708609
210	0.709213
211	0.709784
212	0.710324
213	0.710834
214	0.711318
215	0.711777
216	0.712211
217	0.712624
218	0.713016
219	0.713389
220	0.713743
221	0.714081
222	0.714403
223	0.714710
224	0.715004
225	0.715284
226	0.715552
227	0.715809
228	0.716055
229	0.716291
230	0.716517
231	0.716735
232	0.716944
233	0.717145
234	0.717339
235	0.717525
236	0.717705
237	0.717879
238	0.718047
239	0.718209
240	0.718366
241	0.718518
242	0.718665
243	0.718808
244	0.718946
245	0.719081
246	0.719211
247	0.719338
248	0.719461
249	0.719581
250	0.719698
251	0.719812
252	0.719923
253	0.720031
254	0.720136
255	0.720239
256	0.720340
257	0.720438
258	0.720534
259	0.720629
260	0.720721
261	0.720811
262	0.720899
263	0.720986
264	0.721071
265	0.721154
266	0.721236
267	0.721316
268	0.721395
269	0.721472
270	0.721548
271	0.721623
272	0.721697
273	0.721769
274	0.721840
275	0.721910
276	0.721980
277	0.722048
278	0.722115
279	0.722181
280	0.722247
281	0.722311
282	0.722375
283	0.722438
284	0.722500
285	0.722561
286	0.722622
287	0.722681
288	0.722741
289	0.722799
290	0.722857
291	0.722915
292	0.722971
293	0.723028
294	0.723083
295	0.723138
296	0.723193
297	0.723247
298	0.723301
299	0.723354
300	0.723407
301	0.723459
302	0.723511
303	0.723563
304	0.723614
305	0.723665
306	0.723715
307	0.723766
308	0.723815
309	0.723865
310	0.723914
311	0.723963
312	0.724012
313	0.724060
314	0.724109
315	0.724157
316	0.724204
317	0.724252
318	0.724299
319	0.724346
320	0.724393
321	0.724440
322	0.724487
323	0.724533
324	0.724579
325	0.724626
326	0.724672
327	0.724718
328	0.724763
329	0.724809
330	0.724855
331	0.724900
332	0.724946
333	0.724991
334	0.725037
335	0.725082
336	0.725127
337	0.725172
338	0.725218
339	0.725263
340	0.725308
341	0.725353
342	0.725398
343	0.725444
344	0.725489
345	0.725534
346	0.725580
347	0.725625
348	0.725670
349	0.725716
350	0.725762
351	0.725807
352	0.725853
353	0.725899
354	0.725945
355	0.725991
356	0.726037
357	0.726084
358	0.726130
359	0.726177
360	0.726224
361	0.726271
362	0.726318
363	0.726366
364	0.726413
365	0.726461
366	0.726509
367	0.726558
368	0.726606
369	0.726655
370	0.726704
371	0.726753
372	0.726803
373	0.726853
374	0.726904
375	0.726954
376	0.727005
377	0.727057
378	0.727108
379	0.727161
380	0.727213
381	0.727266
382	0.727320
383	0.727373
384	0.727428
385	0.727483
386	0.727538
387	0.727594
388	0.727650
389	0.727707
390	0.727765
391	0.727823
392	0.727882
393	0.727941
394	0.728001
395	0.728062
396	0.728123
397	0.728186
398	0.728249
399	0.728312
400	0.728377
401	0.728443
402	0.728509
403	0.728576
404	0.728645
405	0.728714
406	0.728784
407	0.728856
408	0.728928
409	0.729002
410	0.729076
411	0.729152
412	0.729230
413	0.729308
414	0.729388
415	0.729470
416	0.729553
417	0.729637
418	0.729724
419	0.729811
420	0.729901
421	0.729992
422	0.730086
423	0.730181
424	0.730278
425	0.730378
426	0.730479
427	0.730584
428	0.730690
